class,neck_inclination,left_hip_angle,left_bicep_angle,right_hip_angle,right_bicep_angle,y1,x1,s1,y2,x2,s2,y3,x3,s3,y4,x4,s4,y5,x5,s5,y6,x6,s6,y7,x7,s7,y8,x8,s8,y9,x9,s9,y10,x10,s10,y11,x11,s11,y12,x12,s12,y13,x13,s13,y14,x14,s14,y15,x15,s15,y16,x16,s16,y17,x17,s17
hunched_roundshoulder,30.369313542727287,97.77089313830926,94.78744601828018,88.86531000785313,100.90917381663337,0.36030722,0.62013716,0.44553444,0.32589674,0.6160816,0.6837798,0.323333,0.6163375,0.5831548,0.30158252,0.57557386,0.69894594,0.29682443,0.5745107,0.73877007,0.41806898,0.5068844,0.5582549,0.41612983,0.5034735,0.6430777,0.65106606,0.5909176,0.41861194,0.65329885,0.5992073,0.5844819,0.62087053,0.70325583,0.14509097,0.62807983,0.72807837,0.34920484,0.84111875,0.50905055,0.6253728,0.8774092,0.48280507,0.7469676,0.8657062,0.69637877,0.35982445,0.8827665,0.6972841,0.39576823,0.91343445,0.6331988,0.14787129,0.9345249,0.6541298,0.13803226
hunched_roundshoulder,31.662077501491503,97.20570181467988,95.29961458338276,87.83174529207928,100.36626257007656,0.364158,0.6203935,0.49736062,0.33124858,0.6159624,0.6138226,0.32903236,0.617218,0.5770677,0.30341497,0.57581645,0.6562226,0.29880515,0.575666,0.67522025,0.4169036,0.5053782,0.4573514,0.41377896,0.50404376,0.6167924,0.65364194,0.5916039,0.408909,0.6529311,0.5990028,0.56015974,0.623458,0.7065502,0.14284307,0.6262901,0.73244864,0.33127668,0.84287703,0.50888556,0.61007655,0.8795581,0.48432395,0.73704964,0.86492336,0.6956021,0.36512145,0.88050973,0.69727814,0.37842786,0.91392994,0.6433466,0.15210134,0.93298936,0.66264176,0.12985018
hunched_roundshoulder,29.521248015785034,96.19740879883508,93.85512519657344,87.33555253944536,101.33432577170997,0.362912,0.622502,0.47381353,0.330206,0.6174634,0.67281336,0.32722408,0.61780053,0.64888495,0.30260953,0.5758608,0.65145457,0.2967984,0.5747608,0.70362866,0.41572177,0.5114096,0.5411351,0.40802765,0.501141,0.74997896,0.65089935,0.5962731,0.4859805,0.65014327,0.6031893,0.614394,0.61860895,0.7089812,0.11992512,0.6245486,0.7287621,0.4603519,0.84399045,0.50975174,0.63172036,0.88004184,0.47986373,0.70200145,0.86486256,0.6952695,0.40661058,0.8797262,0.6966211,0.43435654,0.9144356,0.64176947,0.15120824,0.93152916,0.6531023,0.13692117
hunched_roundshoulder,31.273491831557333,95.92561508119277,96.42645919265146,87.18637437778311,100.9557420463945,0.3661272,0.62443674,0.48719767,0.3332506,0.6193301,0.5989403,0.33063895,0.6203889,0.675664,0.3053687,0.5780258,0.58529603,0.30203146,0.57826483,0.6977474,0.41533422,0.5108083,0.5425661,0.41105884,0.5050408,0.52734804,0.6470932,0.59389997,0.5273902,0.6505566,0.6009045,0.66619873,0.61759627,0.7187037,0.1125366,0.62615156,0.7281286,0.43145305,0.84544724,0.5089212,0.67248803,0.8827051,0.47997656,0.6989045,0.86569834,0.69603544,0.40755165,0.8835678,0.6964635,0.445677,0.9123982,0.64465725,0.14151998,0.92939055,0.6550347,0.14291872
hunched_roundshoulder,27.39003418781585,94.54160018929474,97.84549246442414,86.50758334787808,101.74969689589513,0.36504516,0.6267974,0.4952711,0.33105433,0.6209253,0.6571566,0.3285006,0.62144893,0.72714657,0.3058272,0.57925105,0.59709823,0.30325997,0.57838094,0.73009145,0.4161216,0.5217567,0.59022063,0.4079153,0.51041603,0.5480783,0.6433483,0.5951081,0.5705404,0.64781535,0.60434365,0.5903036,0.62929785,0.67442614,0.122003905,0.62660587,0.7293166,0.46059856,0.8468172,0.50877875,0.65623695,0.88325703,0.48042688,0.7073368,0.866883,0.69148105,0.36216214,0.8836929,0.69285583,0.3925901,0.9145843,0.6439354,0.15158898,0.92936695,0.64737517,0.14954771
hunched_roundshoulder,35.24782621347497,93.45327101675575,99.14254538780956,85.0947450576826,103.93292588295469,0.36744556,0.62524945,0.5152434,0.33528543,0.6199728,0.56187963,0.3327551,0.62017244,0.64676535,0.3072817,0.5797545,0.5580097,0.3043825,0.5778551,0.72071,0.40454912,0.5105516,0.54943335,0.39787698,0.5105898,0.7387418,0.6357311,0.59075385,0.5530734,0.6412431,0.5982291,0.6596787,0.6148538,0.7092725,0.114500396,0.6273735,0.73309404,0.44422847,0.8483194,0.49658656,0.60618925,0.88556856,0.47331962,0.6809805,0.8661699,0.69063985,0.3624186,0.88353753,0.6907771,0.41305578,0.91544604,0.6420793,0.1545647,0.93001115,0.64585036,0.1556389
hunched_roundshoulder,30.34725661043349,94.15456751997597,98.85836170701285,85.56794739357025,103.84599806538793,0.3720058,0.6261178,0.49230552,0.33889794,0.6214491,0.6012732,0.33616003,0.62199,0.56759995,0.31055647,0.5830745,0.56588286,0.30785847,0.58064353,0.75978845,0.40997332,0.52450246,0.55111563,0.39512932,0.51003236,0.49942806,0.637865,0.59346354,0.5399896,0.6393911,0.5973502,0.54048485,0.6198002,0.7223653,0.11875425,0.6248206,0.7401802,0.4815743,0.84651434,0.5054912,0.6417183,0.88471377,0.4677128,0.71533656,0.8682618,0.6920738,0.31788197,0.88669026,0.69049543,0.3793506,0.9125001,0.633433,0.14908144,0.9326316,0.651813,0.16678262
hunched_roundshoulder,32.17268100159291,93.96340418548566,102.40716407521138,86.0265741057691,108.43686190468782,0.36647424,0.62717503,0.4910312,0.33428892,0.6222669,0.5542548,0.33127204,0.62263167,0.6344768,0.3076614,0.5809481,0.56063735,0.3044804,0.5782632,0.7036988,0.39867872,0.5233212,0.52801543,0.38681585,0.5120051,0.61354786,0.6303163,0.5929628,0.48998737,0.6304225,0.600121,0.5400718,0.6206986,0.7200977,0.14259504,0.6270133,0.73490393,0.55514735,0.8455374,0.50827986,0.68415844,0.88501084,0.47064468,0.7074119,0.8646865,0.6938583,0.28560075,0.8880172,0.6936331,0.354385,0.9010224,0.6335471,0.14889793,0.9276044,0.6453478,0.15530628
hunched_roundshoulder,35.35893092151531,92.39360131797412,102.53463589569134,85.97487640394127,108.34406695462403,0.37124857,0.6250856,0.5403675,0.33938083,0.6194621,0.615573,0.3365074,0.62071866,0.49275354,0.31272167,0.5800164,0.5851854,0.3090728,0.57806003,0.65933996,0.3939765,0.52196705,0.51794976,0.38185722,0.51471496,0.38340068,0.6272907,0.59425074,0.49625835,0.62959784,0.5979683,0.5351716,0.6179046,0.7089309,0.15797916,0.6290326,0.73823994,0.42754155,0.8454714,0.49938756,0.6195718,0.8785562,0.4702271,0.7234378,0.86340594,0.6943213,0.2649997,0.8828008,0.6926995,0.33443856,0.91061914,0.6305128,0.14254524,0.9285044,0.64418656,0.14509131
hunched_roundshoulder,38.930313473957966,97.49821149607484,107.40020311321996,89.23951558191061,110.3674421943486,0.3736735,0.62514704,0.51400304,0.3416339,0.6191035,0.6756511,0.33798373,0.6206848,0.5070319,0.31298798,0.57918155,0.6259505,0.30853212,0.5781834,0.67190313,0.3909223,0.515773,0.46450227,0.37696898,0.5166579,0.77583057,0.6211705,0.59273523,0.525765,0.6263283,0.5995764,0.53892064,0.6189411,0.7107316,0.14726609,0.6311924,0.74069345,0.44445163,0.8508705,0.49714446,0.5464901,0.88541853,0.47370997,0.6317976,0.88411975,0.6892872,0.17314321,0.9011632,0.6951075,0.25799158,0.91303766,0.55721873,0.13454926,0.9361326,0.6461737,0.15974046
