posture,distance,x1,y1,z1,v1,x2,y2,z2,v2,x3,y3,z3,v3,x4,y4,z4,v4,x5,y5,z5,v5,x6,y6,z6,v6,x7,y7,z7,v7,x8,y8,z8,v8,x9,y9,z9,v9,x10,y10,z10,v10,x11,y11,z11,v11,x12,y12,z12,v12,x13,y13,z13,v13,x14,y14,z14,v14,x15,y15,z15,v15,x16,y16,z16,v16,x17,y17,z17,v17,x18,y18,z18,v18,x19,y19,z19,v19,x20,y20,z20,v20,x21,y21,z21,v21,x22,y22,z22,v22,x23,y23,z23,v23,x24,y24,z24,v24,x25,y25,z25,v25,x26,y26,z26,v26,x27,y27,z27,v27,x28,y28,z28,v28,x29,y29,z29,v29,x30,y30,z30,v30,x31,y31,z31,v31,x32,y32,z32,v32,x33,y33,z33,v33
slouch,39.23366089937877,0.5477446913719177,0.7871348857879639,-1.3959218263626099,0.9994159936904907,0.575581967830658,0.7055114507675171,-1.3719451427459717,0.9990615248680115,0.5936973094940186,0.7001481652259827,-1.371781826019287,0.999169111251831,0.6100862622261047,0.6971619725227356,-1.372065782546997,0.9991165995597839,0.513890266418457,0.7202724814414978,-1.3741267919540405,0.9989145994186401,0.4923172891139984,0.723260760307312,-1.373356819152832,0.9988284707069397,0.47491002082824707,0.7259741425514221,-1.3733516931533813,0.998701810836792,0.637483537197113,0.7072105407714844,-1.0049948692321777,0.9994168281555176,0.44012337923049927,0.7404304146766663,-0.9909164309501648,0.999330997467041,0.5849438905715942,0.8473641276359558,-1.2379329204559326,0.9995419979095459,0.5120798945426941,0.8599925637245178,-1.2346264123916626,0.9994839429855347,0.7723757028579712,0.9700186252593994,-0.6710391044616699,0.9958808422088623,0.32533642649650574,0.9739235639572144,-0.6294330358505249,0.9934971332550049,0.8777347803115845,1.3205695152282715,-0.6211317777633667,0.10367590934038162,0.27560147643089294,1.362760066986084,-0.45251569151878357,0.07614530622959137,0.8069071769714355,1.5722569227218628,-0.904716968536377,0.049624159932136536,0.3136414885520935,1.589512586593628,-0.8449851274490356,0.03553406894207001,0.8203428387641907,1.6569855213165283,-1.0084739923477173,0.05540899932384491,0.3058303892612457,1.6819353103637695,-0.9447969794273376,0.050362687557935715,0.7737094163894653,1.6317508220672607,-1.0367306470870972,0.08617853373289108,0.3313484489917755,1.6448301076889038,-1.007251501083374,0.08143561333417892,0.7596579790115356,1.6018449068069458,-0.9325608611106873,0.10320568084716797,0.3456045389175415,1.6091842651367188,-0.8859784603118896,0.08580530434846878,0.6962555050849915,1.5828226804733276,-0.06273913383483887,0.00023081064864527434,0.4028289020061493,1.5909441709518433,0.06817348301410675,0.00017027473950292915,0.6781155467033386,2.1459200382232666,0.046447206288576126,4.4501241063699126e-05,0.41401994228363037,2.1244375705718994,0.09284386038780212,2.97596870950656e-05,0.6561763882637024,2.632413387298584,0.754001259803772,1.981769628400798e-06,0.40042322874069214,2.614746332168579,0.6425817012786865,2.983996694183588e-07,0.660719096660614,2.7115278244018555,0.7918098568916321,1.978848104045028e-06,0.3977348208427429,2.7006590366363525,0.682830810546875,7.788178777445864e-07,0.6074832677841187,2.815717935562134,0.20944511890411377,3.6862447814201005e-06,0.4457646310329437,2.7872018814086914,0.03620448708534241,5.302446425048402e-06
slouch,39.20880730076071,0.5616387128829956,0.7870421409606934,-2.1692492961883545,0.999435544013977,0.5875616669654846,0.7054951190948486,-2.120744228363037,0.9991178512573242,0.6027136445045471,0.7001562714576721,-2.1208701133728027,0.9992176294326782,0.616801917552948,0.697165310382843,-2.1211326122283936,0.9991552829742432,0.527760922908783,0.7194700837135315,-2.141632080078125,0.9989843368530273,0.5009124875068665,0.7225661873817444,-2.14218807220459,0.9989076852798462,0.47901108860969543,0.7255067825317383,-2.1421902179718018,0.9987776279449463,0.6383802890777588,0.7062852382659912,-1.603366732597351,0.9994378685951233,0.4415810704231262,0.7371351718902588,-1.6987744569778442,0.9993718862533569,0.5906208157539368,0.8466793298721313,-1.9503282308578491,0.9994434118270874,0.5236639976501465,0.8600004315376282,-1.9801139831542969,0.9994145631790161,0.7670140266418457,0.9674387574195862,-1.1246864795684814,0.9948773980140686,0.32501116394996643,0.9739120602607727,-1.1327632665634155,0.990289568901062,0.8726620674133301,1.2561156749725342,-1.2216509580612183,0.10829214006662369,0.27267587184906006,1.3408527374267578,-1.01444673538208,0.0767153799533844,0.8091568946838379,1.3611782789230347,-1.7011538743972778,0.050809476524591446,0.3132569491863251,1.4207981824874878,-1.4082820415496826,0.03353513777256012,0.8178133368492126,1.4010378122329712,-1.8064100742340088,0.05955032631754875,0.31223320960998535,1.4590972661972046,-1.4978995323181152,0.048606567084789276,0.7805752754211426,1.354191780090332,-1.8269927501678467,0.08998173475265503,0.3300621807575226,1.4105303287506104,-1.5314877033233643,0.07811446487903595,0.7683119773864746,1.3383265733718872,-1.7199923992156982,0.10309424996376038,0.3397587537765503,1.390561819076538,-1.433475375175476,0.08141431212425232,0.6906170845031738,1.5821970701217651,-0.05705305188894272,0.00047504849499091506,0.42100051045417786,1.594072937965393,0.06141294911503792,0.0003728766168933362,0.6794934272766113,1.8497645854949951,-0.12786589562892914,0.0006646350957453251,0.42096126079559326,1.9251041412353516,-0.15913259983062744,0.0005796360201202333,0.6882932186126709,2.3022348880767822,0.6255595684051514,4.102639650227502e-05,0.5044958591461182,2.3072996139526367,0.4688996970653534,3.801196362474002e-05,0.6921917796134949,2.3830244541168213,0.6731789112091064,2.2466692826128565e-05,0.5168299674987793,2.357050657272339,0.5123479962348938,3.745255162357353e-05,0.671104907989502,2.4452126026153564,0.20694659650325775,8.890711615094915e-05,0.5405562520027161,2.465489149093628,0.011554844677448273,0.00014450328308157623
slouch,39.23366089937877,0.5674033164978027,0.7875205874443054,-2.101388931274414,0.9994382262229919,0.5945003032684326,0.7062019109725952,-2.049990177154541,0.9991608262062073,0.6082553267478943,0.7015063166618347,-2.0500383377075195,0.9992566704750061,0.6217274069786072,0.6987297534942627,-2.050323247909546,0.9991814494132996,0.5356541872024536,0.7194304466247559,-2.0649781227111816,0.999035120010376,0.5062136054039001,0.722530722618103,-2.065553903579712,0.9989696741104126,0.4813169836997986,0.7254891395568848,-2.065556764602661,0.9988353848457336,0.638979971408844,0.7069423198699951,-1.5424830913543701,0.9994543194770813,0.44213488698005676,0.7362606525421143,-1.6092900037765503,0.9994059801101685,0.5926430821418762,0.8486427068710327,-1.889122486114502,0.9992095232009888,0.5274683237075806,0.8618640303611755,-1.9108712673187256,0.9991804957389832,0.7622490525245667,0.9674012064933777,-1.1547201871871948,0.9918738007545471,0.32514774799346924,0.9739151000976562,-1.1052920818328857,0.9869835376739502,0.8690885305404663,1.2546920776367188,-1.6794856786727905,0.13886085152626038,0.243014395236969,1.3187354803085327,-1.4906865358352661,0.10843770951032639,0.7635397911071777,1.137154221534729,-2.338921546936035,0.0746564269065857,0.29122692346572876,1.050653338432312,-2.2072794437408447,0.05601054057478905,0.7406662702560425,1.1015326976776123,-2.451791286468506,0.08376333117485046,0.2984488904476166,0.9647719264030457,-2.3374228477478027,0.07090159505605698,0.6965380907058716,0.9928617477416992,-2.386136531829834,0.11458710581064224,0.29928910732269287,0.9263339042663574,-2.27860689163208,0.10073677450418472,0.6943373680114746,0.9953393340110779,-2.3287041187286377,0.11930926144123077,0.3112166225910187,0.9576811790466309,-2.205916404724121,0.09765958040952682,0.687233567237854,1.60044527053833,-0.05941588804125786,0.0010140301892533898,0.42653656005859375,1.6164895296096802,0.0631999745965004,0.0010456835152581334,0.6667144894599915,1.7599389553070068,-0.3071945905685425,0.0028204750269651413,0.3895696699619293,1.8242745399475098,-0.3815838694572449,0.003726388793438673,0.6849877834320068,2.1858320236206055,0.29427796602249146,0.0001839841715991497,0.5256768465042114,2.1342341899871826,0.1516113579273224,0.00015103135956451297,0.6895931363105774,2.2742927074432373,0.326015442609787,9.744771523401141e-05,0.5548231601715088,2.1785972118377686,0.1858823001384735,0.0001311723026446998,0.6628901958465576,2.2828986644744873,-0.11754363030195236,0.00034547800896689296,0.5513173937797546,2.250192165374756,-0.2701435983181,0.0004268224583938718
slouch,38.81746541521881,0.568569540977478,0.7859500646591187,-2.3603293895721436,0.999402642250061,0.5961962342262268,0.7060956358909607,-2.3063979148864746,0.999162495136261,0.6098488569259644,0.7014665603637695,-2.3064842224121094,0.9992647171020508,0.6231241226196289,0.6987170577049255,-2.306924343109131,0.9991593360900879,0.5368245840072632,0.718561053276062,-2.323481798171997,0.9990368485450745,0.5076725482940674,0.7213975191116333,-2.3241004943847656,0.9989897608757019,0.4822268784046173,0.7243102192878723,-2.324206590652466,0.9988251328468323,0.63970547914505,0.706960916519165,-1.758646845817566,0.9994568228721619,0.4421365261077881,0.7350630164146423,-1.8310158252716064,0.9994159936904907,0.5938809514045715,0.8480867147445679,-2.1303646564483643,0.9990463256835938,0.5291366577148438,0.8612343072891235,-2.15423583984375,0.9990053772926331,0.7617677450180054,0.9673588871955872,-1.3030219078063965,0.9904302954673767,0.3218700885772705,0.9767253398895264,-1.2888239622116089,0.9826462268829346,0.8841989040374756,1.2520880699157715,-1.7598553895950317,0.16299310326576233,0.2423841804265976,1.3205041885375977,-1.6207542419433594,0.12650351226329803,0.767825186252594,1.1746869087219238,-2.3964760303497314,0.08648955821990967,0.33107098937034607,1.1610386371612549,-2.2761783599853516,0.05922330915927887,0.7586240172386169,1.1570558547973633,-2.5165226459503174,0.09683246165513992,0.36508259177207947,1.1144853830337524,-2.4012622833251953,0.07448595762252808,0.7034508585929871,1.103453278541565,-2.465070962905884,0.12763351202011108,0.3576372265815735,1.0703179836273193,-2.3426918983459473,0.10324008762836456,0.7044559717178345,1.1120260953903198,-2.3895363807678223,0.12614671885967255,0.3600844442844391,1.0858170986175537,-2.2699761390686035,0.09747450053691864,0.6870014667510986,1.6058884859085083,-0.0593322291970253,0.001575808273628354,0.4279354214668274,1.6229420900344849,0.06306855380535126,0.0016082219080999494,0.6688601970672607,1.8255382776260376,-0.3848394453525543,0.00442278478294611,0.3898499608039856,1.8860663175582886,-0.42012879252433777,0.005614934954792261,0.6894084215164185,2.2737441062927246,0.4615383446216583,0.00029123679269105196,0.5214259624481201,2.2565150260925293,0.31318342685699463,0.0002534420636948198,0.6922969818115234,2.351893424987793,0.5112423896789551,0.00013911313726566732,0.5429941415786743,2.3043103218078613,0.36256489157676697,0.00019131109002046287,0.6705377101898193,2.4162161350250244,0.004450832959264517,0.0005286973901093006,0.5466793179512024,2.4110360145568848,-0.17522628605365753,0.0006904564215801656
slouch,39.179495672125455,0.5712879300117493,0.7859523296356201,-2.460597038269043,0.9994376301765442,0.598925769329071,0.7063897848129272,-2.4038944244384766,0.9992234706878662,0.6125895977020264,0.7018757462501526,-2.403963804244995,0.9993185997009277,0.625991940498352,0.699133038520813,-2.40437912940979,0.9992128610610962,0.5397925972938538,0.7185786962509155,-2.4266679286956787,0.9991092681884766,0.5103725790977478,0.721429169178009,-2.4272141456604004,0.9990683197975159,0.4840437173843384,0.7244033217430115,-2.427232265472412,0.9989088177680969,0.6408339738845825,0.7070879340171814,-1.8394665718078613,0.9994900226593018,0.4422452449798584,0.7350552082061768,-1.9408624172210693,0.9994636178016663,0.5961621403694153,0.8482053875923157,-2.2234184741973877,0.9990563988685608,0.5321826934814453,0.8615012764930725,-2.255645751953125,0.9990365505218506,0.7599313259124756,0.9646412134170532,-1.3343697786331177,0.9895326495170593,0.31970223784446716,0.9796342849731445,-1.3776562213897705,0.980658769607544,0.8849566578865051,1.2378792762756348,-1.7216429710388184,0.1770162135362625,0.24308741092681885,1.3340815305709839,-1.4880671501159668,0.13209792971611023,0.7740423679351807,1.1442407369613647,-2.392789840698242,0.09929737448692322,0.35229066014289856,1.2788515090942383,-2.0001485347747803,0.058472972363233566,0.7627006769180298,1.12138831615448,-2.5354669094085693,0.11490622162818909,0.38483700156211853,1.2760512828826904,-2.118695020675659,0.07595667988061905,0.7051059603691101,1.0011467933654785,-2.5017311573028564,0.1471662074327469,0.3856913447380066,1.227677822113037,-2.1038193702697754,0.10461711883544922,0.702057421207428,1.0026947259902954,-2.396104574203491,0.13873520493507385,0.3857975900173187,1.225210189819336,-2.008418321609497,0.09672337770462036,0.6868805885314941,1.6054922342300415,-0.04920555651187897,0.0018341575050726533,0.43281856179237366,1.6227127313613892,0.052983976900577545,0.0018236999167129397,0.6721744537353516,1.770416021347046,-0.2207726687192917,0.005104009993374348,0.4103144109249115,1.8760935068130493,-0.24684204161167145,0.0060193222016096115,0.6998842358589172,2.2101528644561768,0.6228618621826172,0.0003181287320330739,0.5447791218757629,2.208411455154419,0.4760333001613617,0.00026504244306124747,0.7027490139007568,2.294764995574951,0.6836725473403931,0.00014988471230026335,0.5606396794319153,2.2513864040374756,0.5393696427345276,0.00019947691180277616,0.6951879858970642,2.3320722579956055,0.20463380217552185,0.000611837487667799,0.5888233780860901,2.3497862815856934,0.02332519367337227,0.0007600598037242889
slouch,40.09337163813676,0.5734317302703857,0.7875229120254517,-2.243952751159668,0.9994186758995056,0.6004946827888489,0.7072006464004517,-2.2108089923858643,0.999239444732666,0.6141594052314758,0.702671229839325,-2.210904121398926,0.9993197917938232,0.6275210380554199,0.6996634602546692,-2.211214542388916,0.9992079734802246,0.5416639447212219,0.718926191329956,-2.2336080074310303,0.9991362690925598,0.5120041370391846,0.7218092679977417,-2.2340216636657715,0.9990958571434021,0.48553466796875,0.724778413772583,-2.2339670658111572,0.9989339113235474,0.6416542530059814,0.706956148147583,-1.721803903579712,0.9994734525680542,0.4427984952926636,0.7349565029144287,-1.822542428970337,0.9994636178016663,0.5973151922225952,0.849565863609314,-2.0307817459106445,0.9989877939224243,0.5348939299583435,0.8633202910423279,-2.061300277709961,0.9989868402481079,0.7553532123565674,0.9592798948287964,-1.225861668586731,0.9897741675376892,0.31975844502449036,0.9795582890510559,-1.2196521759033203,0.9795055389404297,0.8687602877616882,1.2395546436309814,-1.3860118389129639,0.17559057474136353,0.24513818323612213,1.3346662521362305,-1.2875969409942627,0.12598296999931335,0.8061420917510986,1.3199931383132935,-1.812446117401123,0.09431983530521393,0.3360177278518677,1.2998688220977783,-1.3389108180999756,0.054298561066389084,0.8083328008651733,1.3867290019989014,-1.8342022895812988,0.11072017252445221,0.36239689588546753,1.3035945892333984,-1.3925279378890991,0.07115183025598526,0.7822628617286682,1.342374324798584,-1.979454755783081,0.14191457629203796,0.35147106647491455,1.265336275100708,-1.425886869430542,0.09818223118782043,0.7700208425521851,1.3163702487945557,-1.8701286315917969,0.1329377144575119,0.354755699634552,1.2670032978057861,-1.3564380407333374,0.09067793190479279,0.6863073706626892,1.5950264930725098,-0.05517960712313652,0.00194776919670403,0.4319595694541931,1.6041743755340576,0.05850720778107643,0.0018245626706629992,0.6712039709091187,2.0139431953430176,-0.09145134687423706,0.0054681976325809956,0.4300839602947235,2.00890851020813,-0.007809212896972895,0.005810440517961979,0.6864880323410034,2.4774422645568848,0.6762936115264893,0.00033016118686646223,0.5035423040390015,2.47917103767395,0.5396108031272888,0.00026987504679709673,0.682842493057251,2.5517091751098633,0.7234166860580444,0.0001486446853959933,0.5089916586875916,2.5492022037506104,0.5784996151924133,0.00021137340809218585,0.684996485710144,2.6586713790893555,0.222953200340271,0.0006030224612914026,0.5237684845924377,2.668644905090332,0.03783388435840607,0.0008010538294911385
slouch,39.20880730076071,0.5727476477622986,0.7876430749893188,-2.183046340942383,0.9993944764137268,0.6000252962112427,0.7076894044876099,-2.1428873538970947,0.9992354512214661,0.6139927506446838,0.7034111618995667,-2.1429929733276367,0.9993136525154114,0.6275709271430969,0.7004690170288086,-2.143278121948242,0.9991711378097534,0.5416444540023804,0.7188766002655029,-2.1595542430877686,0.9991503953933716,0.5131378173828125,0.7214357852935791,-2.1600492000579834,0.9991242289543152,0.48774075508117676,0.723901093006134,-2.160210371017456,0.9989545941352844,0.642884373664856,0.7074107527732849,-1.6500511169433594,0.9994485974311829,0.44663405418395996,0.7316027283668518,-1.723677396774292,0.9994766712188721,0.5972291231155396,0.8495624661445618,-1.972001552581787,0.9989199638366699,0.5346332788467407,0.863084614276886,-1.9954410791397095,0.9989801645278931,0.7573680281639099,0.9620182514190674,-1.15970778465271,0.9893455505371094,0.32051414251327515,0.9794154763221741,-1.1367006301879883,0.9796181917190552,0.8684994578361511,1.2687795162200928,-1.2711119651794434,0.17799092829227448,0.24706007540225983,1.3334633111953735,-1.1958460807800293,0.12458455562591553,0.8107092976570129,1.4114128351211548,-1.720077395439148,0.08898768573999405,0.31936290860176086,1.3197832107543945,-1.342444896697998,0.05064505338668823,0.8099650740623474,1.4746558666229248,-1.8062121868133545,0.1053396537899971,0.34217047691345215,1.3538132905960083,-1.4178946018218994,0.06684695184230804,0.7883048057556152,1.4334479570388794,-1.8491493463516235,0.1348498910665512,0.33590278029441833,1.3071125745773315,-1.442273736000061,0.09234560281038284,0.7769161462783813,1.4072699546813965,-1.7492295503616333,0.1253720223903656,0.3394550383090973,1.293204665184021,-1.3597800731658936,0.08500630408525467,0.686400294303894,1.5975477695465088,-0.057152967900037766,0.0021884143352508545,0.4305172264575958,1.6040325164794922,0.06031183898448944,0.0020670790690928698,0.6761801838874817,2.0788261890411377,-0.16714434325695038,0.00632479228079319,0.42962539196014404,2.050403118133545,-0.2297559678554535,0.006114395800977945,0.6863217353820801,2.545971393585205,0.5484299659729004,0.00037714646896347404,0.48838797211647034,2.5420212745666504,0.2997936010360718,0.0003223918320145458,0.680091381072998,2.6212189197540283,0.5857994556427002,0.0001656501553952694,0.4944653809070587,2.616039514541626,0.3297947943210602,0.00027221240452490747,0.6800565123558044,2.7279586791992188,0.04736482724547386,0.0006587356911040843,0.5058848261833191,2.7301695346832275,-0.24556896090507507,0.000991343054920435
slouch,39.65886456938393,0.572156548500061,0.7875314950942993,-2.083726406097412,0.9994155168533325,0.5994458198547363,0.7077833414077759,-2.0476441383361816,0.9992610812187195,0.6136360168457031,0.7035326957702637,-2.0476572513580322,0.9993401765823364,0.6273662447929382,0.700589656829834,-2.047960042953491,0.9991921186447144,0.5408825874328613,0.7188001871109009,-2.0622212886810303,0.9991881251335144,0.5127384066581726,0.7212216258049011,-2.0623786449432373,0.9991713762283325,0.48777827620506287,0.7235400676727295,-2.0624942779541016,0.9990049600601196,0.6438527703285217,0.7074215412139893,-1.5789240598678589,0.9994686245918274,0.4475732147693634,0.7305200695991516,-1.6371890306472778,0.9995095133781433,0.5970842242240906,0.8488110899925232,-1.8819260597229004,0.9989862442016602,0.5342627167701721,0.8620873093605042,-1.9006164073944092,0.9990541934967041,0.7604932188987732,0.9625616669654846,-1.1174193620681763,0.9901202917098999,0.32266438007354736,0.9773486256599426,-1.1041591167449951,0.9811850786209106,0.8624154925346375,1.289842128753662,-1.0681519508361816,0.17903479933738708,0.2486690729856491,1.3339338302612305,-0.8996437788009644,0.12450456619262695,0.8124395608901978,1.5355018377304077,-1.4129767417907715,0.08200667798519135,0.2976319491863251,1.4823153018951416,-1.1955126523971558,0.04728739708662033,0.8175939917564392,1.6281614303588867,-1.5145149230957031,0.09728033095598221,0.2989777624607086,1.5589202642440796,-1.2864052057266235,0.06225607544183731,0.7889044284820557,1.603400707244873,-1.577040195465088,0.1253204494714737,0.31130099296569824,1.5301982164382935,-1.3531488180160522,0.08668020367622375,0.7769884467124939,1.5626293420791626,-1.4509880542755127,0.11644012480974197,0.31988325715065,1.495717167854309,-1.2328708171844482,0.07986795902252197,0.6876003742218018,1.5965055227279663,-0.056192249059677124,0.002028771210461855,0.42596301436424255,1.6013226509094238,0.0596151165664196,0.0019080478232353926,0.6767637133598328,2.1573169231414795,-0.15259815752506256,0.006078931037336588,0.43197914958000183,2.1316330432891846,-0.2166530042886734,0.0056071351282298565,0.6835155487060547,2.6509132385253906,0.5479539632797241,0.00035185934393666685,0.46072524785995483,2.641160488128662,0.2668173909187317,0.00029297510627657175,0.6788593530654907,2.731213092803955,0.5799486637115479,0.00015472671657335013,0.4634353220462799,2.7248404026031494,0.29189154505729675,0.00024902919540181756,0.6606816649436951,2.8427300453186035,-0.026204872876405716,0.0006056432030163705,0.487024188041687,2.8266119956970215,-0.38405558466911316,0.0009076407877728343
slouch,40.115110974297124,0.5717594027519226,0.7869371175765991,-1.9718787670135498,0.9994208216667175,0.5991532802581787,0.7074257731437683,-1.9431970119476318,0.9992738962173462,0.6134799718856812,0.7032602429389954,-1.9433941841125488,0.9993609189987183,0.6272538304328918,0.7003889083862305,-1.94379460811615,0.9992091059684753,0.5405914187431335,0.7179150581359863,-1.9553608894348145,0.99920254945755,0.5124344229698181,0.7201748490333557,-1.9554928541183472,0.9991973042488098,0.4878436028957367,0.7223334908485413,-1.9556069374084473,0.9990187287330627,0.6437446475028992,0.706951379776001,-1.5004820823669434,0.9994887709617615,0.44858431816101074,0.72865229845047,-1.5513520240783691,0.9995207190513611,0.5969769954681396,0.8470927476882935,-1.7787681818008423,0.9990295171737671,0.5341028571128845,0.8599598407745361,-1.7950100898742676,0.9990924000740051,0.7610602378845215,0.9626693725585938,-1.0659534931182861,0.9908697605133057,0.3274048864841461,0.970869243144989,-0.9972599744796753,0.9819643497467041,0.8603724837303162,1.288602590560913,-1.001399040222168,0.1859842985868454,0.26336002349853516,1.3257348537445068,-0.783406674861908,0.11818823963403702,0.8188554644584656,1.5303549766540527,-1.3454071283340454,0.07668185979127884,0.29902440309524536,1.4429532289505005,-1.160082459449768,0.04407169297337532,0.8292427062988281,1.6230801343917847,-1.4408199787139893,0.09112608432769775,0.2983006238937378,1.5017913579940796,-1.2524466514587402,0.05790836364030838,0.7970595359802246,1.5990263223648071,-1.5040501356124878,0.11835223436355591,0.30760133266448975,1.497733235359192,-1.31195867061615,0.08099694550037384,0.7841018438339233,1.5588279962539673,-1.3823573589324951,0.10965032875537872,0.31808844208717346,1.4625740051269531,-1.1974397897720337,0.07470482587814331,0.688183069229126,1.5935386419296265,-0.056244827806949615,0.0019108542473986745,0.42546504735946655,1.5992892980575562,0.05971971154212952,0.001772665767930448,0.679044783115387,2.1541125774383545,-0.14579392969608307,0.0063059525564312935,0.44020843505859375,2.1334166526794434,-0.2299102395772934,0.005266634747385979,0.6834210157394409,2.652789831161499,0.44257473945617676,0.00034667382715269923,0.4549037218093872,2.6436197757720947,0.14828497171401978,0.00027203239733353257,0.6785159111022949,2.7366085052490234,0.4615931212902069,0.00015146662190090865,0.4574759006500244,2.730851173400879,0.16129614412784576,0.0002344823005842045,0.6587537527084351,2.8326570987701416,-0.1368180215358734,0.0005743574583902955,0.4837292730808258,2.8136298656463623,-0.49514997005462646,0.0008564502350054681
slouch,39.23366089937877,0.5716408491134644,0.7867778539657593,-1.947075366973877,0.9993935823440552,0.599000871181488,0.7075762748718262,-1.909572958946228,0.9992623329162598,0.6134129762649536,0.7038180828094482,-1.909769892692566,0.9993523955345154,0.6273189783096313,0.7013198137283325,-1.9100379943847656,0.9991811513900757,0.5408236384391785,0.7173380851745605,-1.9208623170852661,0.999196469783783,0.512927770614624,0.7192062139511108,-1.9212212562561035,0.9992011189460754,0.4884242117404938,0.7210933566093445,-1.921380639076233,0.9990081787109375,0.6453155279159546,0.7081297039985657,-1.4484224319458008,0.9994732737541199,0.44903743267059326,0.727047860622406,-1.497108817100525,0.9995073080062866,0.5968837141990662,0.847309947013855,-1.7497224807739258,0.9989221096038818,0.5338637828826904,0.8599643111228943,-1.7658048868179321,0.9990201592445374,0.7649427056312561,0.9688594341278076,-1.0176962614059448,0.990493893623352,0.3283464014530182,0.9713635444641113,-0.9420320391654968,0.9807015657424927,0.8623144030570984,1.2981806993484497,-1.054274320602417,0.18750303983688354,0.26049596071243286,1.3268663883209229,-0.848685622215271,0.11333748698234558,0.8187333941459656,1.504775047302246,-1.3753286600112915,0.07306284457445145,0.3008797764778137,1.35098397731781,-1.1817710399627686,0.04142796993255615,0.8263548016548157,1.5886611938476562,-1.5309327840805054,0.08741306513547897,0.309345006942749,1.3665217161178589,-1.3016105890274048,0.054742734879255295,0.7948850989341736,1.552658200263977,-1.574658989906311,0.11367578059434891,0.3118622303009033,1.334139347076416,-1.3868736028671265,0.07659853994846344,0.7833475470542908,1.5174860954284668,-1.4262874126434326,0.10449454188346863,0.31901758909225464,1.3248189687728882,-1.2571040391921997,0.07046017050743103,0.689035952091217,1.6111509799957275,-0.06065552681684494,0.0020404146052896976,0.4265969395637512,1.6117286682128906,0.06415103375911713,0.0019146391423419118,0.6908006072044373,2.1357109546661377,-0.13897496461868286,0.006745669059455395,0.4402303397655487,2.1119444370269775,-0.2318614423274994,0.005315916612744331,0.6857721209526062,2.612851858139038,0.502910852432251,0.00035959252272732556,0.4597622752189636,2.600635051727295,0.24737943708896637,0.000285642861854285,0.6801885366439819,2.694140911102295,0.5323805809020996,0.0001563058904139325,0.4656987488269806,2.6794989109039307,0.27302756905555725,0.000254495331319049,0.660294771194458,2.786295175552368,-0.030494190752506256,0.000591902295127511,0.4843977689743042,2.774148941040039,-0.3144169747829437,0.0009155183215625584
